Team,xG,xGA,xGD,Open Play xG,Open Play xGA,Open Play xGD,Set Piece xG,Set Piece xGA,Set Piece xGD,npxG,npxGA,npxGD,Goals,Goals Conceded,GD,GD-xGD,Possession,Field Tilt,Avg Pass Height,xT,xT Against,Passes in Opposition Half,Passes into Box,Shots,Shots Faced,Shots per 1.0 xT,Shots Faced per 1.0 xT Against,PPDA,High Recoveries,High Recoveries Against,Crosses,Corners,Fouls,On-Ball Pressure,On-Ball Pressure Share,Off-Ball Pressure,Off-Ball Pressure Share,Game Control,Game Control Share,Throw-Ins into the Box,Match,Date
FC Tulsa,2.49,1.28,1.21,2.41,1.28,1.13,0.08,0.0,0.08,2.49,1.28,1.21,1,1,0,-1.21,55.0,63.23,50.59,1.99,0.45,271,26,20,7,10.05,15.56,10.85,5,2,37,4,14,182.9,88.79,43.87,41.73,144.93,86.55,3,Oakland Roots 1-1 FC Tulsa,2026-04-18
Oakland Roots,1.28,2.49,-1.21,1.28,2.41,-1.13,0.0,0.08,-0.08,1.28,2.49,-1.21,1,1,0,1.21,45.0,36.77,44.79,0.45,1.99,157,5,7,20,15.56,10.05,17.68,2,5,12,1,8,23.1,11.21,61.27,58.27,22.53,13.45,1,Oakland Roots 1-1 FC Tulsa,2026-04-18
San Antonio,1.53,2.63,-1.1,1.53,1.44,0.09,0.01,1.19,-1.18,1.53,2.63,-1.1,3,2,1,2.1,36.4,26.5,40.89,0.37,1.29,103,8,13,19,35.14,14.73,17.36,2,9,14,5,5,27.4,13.84,113.13,91.09,77.4,47.59,2,El Paso Locomotive 2-3 San Antonio,2026-04-18
El Paso Locomotive,2.63,1.53,1.1,1.44,1.53,-0.09,1.19,0.01,1.18,2.63,1.53,1.1,2,3,-1,-2.1,63.6,73.5,48.96,1.29,0.37,281,17,19,13,14.73,35.14,8.78,9,2,30,8,14,170.6,86.16,11.07,8.91,85.23,52.41,1,El Paso Locomotive 2-3 San Antonio,2026-04-18
Detroit City,1.61,1.5,0.11,1.43,1.41,0.02,0.18,0.1,0.08,1.61,1.5,0.11,1,2,-1,-1.11,68.3,59.27,42.13,0.62,0.27,207,12,19,11,30.65,40.74,11.37,2,2,25,9,10,125.3,70.16,1.13,0.75,50.53,25.32,0,Pittsburgh Riverhounds 2-1 Detroit City,2026-04-18
Pittsburgh Riverhounds,1.5,1.61,-0.11,1.41,1.43,-0.02,0.1,0.18,-0.08,1.5,1.61,-0.11,2,1,1,1.11,31.7,40.73,48.06,0.27,0.62,123,7,11,19,40.74,30.65,14.38,2,2,15,4,13,53.3,29.84,149.93,99.25,149.0,74.68,0,Pittsburgh Riverhounds 2-1 Detroit City,2026-04-18
Phoenix Rising,2.62,3.04,-0.42,1.86,1.89,-0.03,0.0,0.39,-0.39,1.86,2.28,-0.42,3,0,3,3.42,49.3,37.35,43.85,0.15,1.25,146,4,9,16,60.0,12.8,8.58,3,2,10,4,21,46.2,28.34,62.47,51.94,70.07,48.94,3,Miami 0-3 Phoenix Rising,2026-04-18
Miami,3.04,2.62,0.42,1.89,1.86,0.03,0.39,0.0,0.39,2.28,1.86,0.42,0,3,-3,-3.42,50.7,62.65,47.54,1.25,0.15,181,21,16,9,12.8,60.0,7.53,2,3,24,5,19,116.8,71.66,57.8,48.06,73.1,51.06,3,Miami 0-3 Phoenix Rising,2026-04-18
Loudoun United,0.96,1.77,-0.81,0.96,1.22,-0.26,0.01,0.55,-0.54,0.96,1.77,-0.81,0,0,0,0.81,48.2,49.71,50.95,0.74,1.1,212,14,10,11,13.51,10.0,14.12,2,5,17,3,9,85.4,45.52,54.27,68.7,93.47,53.66,0,Hartford Athletic 0-0 Loudoun United,2026-04-18
Hartford Athletic,1.77,0.96,0.81,1.22,0.96,0.26,0.55,0.01,0.54,1.77,0.96,0.81,0,0,0,-0.81,51.8,50.29,51.56,1.1,0.74,250,13,11,10,10.0,13.51,11.37,5,2,27,6,11,102.2,54.48,24.73,31.3,80.73,46.34,6,Hartford Athletic 0-0 Loudoun United,2026-04-18
Sporting JAX,0.18,2.36,-2.18,0.06,1.92,-1.86,0.12,0.45,-0.33,0.18,2.36,-2.18,0,1,-1,1.18,35.0,27.49,44.54,0.26,1.4,97,2,2,23,7.69,16.43,12.38,6,7,14,2,13,10.2,3.8,83.07,87.87,12.77,6.32,2,Louisville City 1-0 Sporting JAX,2026-04-18
Louisville City,2.36,0.18,2.18,1.92,0.06,1.86,0.45,0.12,0.33,2.36,0.18,2.18,1,0,1,-1.18,65.0,72.51,52.35,1.4,0.26,287,22,23,2,16.43,7.69,7.31,7,6,30,8,9,258.2,96.2,11.47,12.13,189.17,93.68,3,Louisville City 1-0 Sporting JAX,2026-04-18
Monterey Bay,0.47,3.46,-2.99,0.47,2.12,-1.65,0.0,0.58,-0.58,0.47,2.7,-2.23,1,4,-3,-0.01,44.3,34.72,38.01,0.31,0.92,82,4,4,18,12.9,19.57,8.94,2,8,11,1,20,23.2,12.99,38.2,54.21,17.58,7.46,0,Colorado Springs 4-1 Monterey Bay,2026-04-18
Colorado Springs,3.46,0.47,2.99,2.12,0.47,1.65,0.58,0.0,0.58,2.7,0.47,2.23,4,1,3,0.01,55.7,65.28,51.13,0.92,0.31,206,18,18,4,19.57,12.9,5.92,8,2,18,5,19,155.4,87.01,32.27,45.79,218.16,92.54,5,Colorado Springs 4-1 Monterey Bay,2026-04-18
Tampa Bay Rowdies,1.43,1.06,0.37,1.01,1.0,0.01,0.42,0.06,0.36,1.43,1.06,0.37,1,1,0,-0.37,43.6,41.34,40.88,0.47,0.9,136,7,11,12,23.4,13.33,15.7,2,4,15,5,11,52.1,34.43,61.27,68.23,59.77,44.97,4,Charleston Battery 1-1 Tampa Bay Rowdies,2026-04-18
Charleston Battery,1.06,1.43,-0.37,1.0,1.01,-0.01,0.06,0.42,-0.36,1.06,1.43,-0.37,1,1,0,0.37,56.4,58.66,46.76,0.9,0.47,199,14,12,11,13.33,23.4,10.39,4,2,19,6,12,99.2,65.57,28.53,31.77,73.13,55.03,0,Charleston Battery 1-1 Tampa Bay Rowdies,2026-04-18
Pittsburgh Riverhounds,0.85,0.87,-0.02,0.72,0.87,-0.15,0.13,0.0,0.13,0.85,0.87,-0.02,0,1,-1,-0.98,48.7,63.5,49.0,1.36,0.8,244,16,10,10,7.35,12.5,14.29,10,5,33,6,14,137.0,71.43,65.2,62.41,131.5,74.56,0,Birmingham Legion 1-0 Pittsburgh Riverhounds,2026-04-12
Birmingham Legion,0.87,0.85,0.02,0.87,0.72,0.15,0.0,0.13,-0.13,0.87,0.85,0.02,1,0,1,0.98,51.3,36.5,42.93,0.8,1.36,186,4,10,10,12.5,7.35,20.55,5,10,7,1,9,54.8,28.57,39.27,37.59,44.87,25.44,0,Birmingham Legion 1-0 Pittsburgh Riverhounds,2026-04-12
