Team,xG,xGA,xGD,Open Play xG,Open Play xGA,Open Play xGD,Set Piece xG,Set Piece xGA,Set Piece xGD,npxG,npxGA,npxGD,Goals,Goals Conceded,GD,GD-xGD,Possession,Field Tilt,Avg Pass Height,xT,xT Against,Passes in Opposition Half,Passes into Box,Shots,Shots Faced,Shots per 1.0 xT,Shots Faced per 1.0 xT Against,PPDA,High Recoveries,High Recoveries Against,Crosses,Corners,Fouls,On-Ball Pressure,On-Ball Pressure Share,Off-Ball Pressure,Off-Ball Pressure Share,Game Control,Game Control Share,Throw-Ins into the Box,Match,Date
Groningen,1.83,2.3,-0.47,1.79,2.2,-0.41,0.05,0.1,-0.05,1.83,2.3,-0.47,0,2,-2,-1.53,52.1,57.62,49.82,0.52,0.5,286,9,17,13,32.69,26.0,13.5,6,1,18,5,10,121.3,53.86,81.0,57.58,99.57,41.67,0,Ajax 2-0 Groningen,2025-12-02
Ajax,2.3,1.83,0.47,2.2,1.79,0.41,0.1,0.05,0.05,2.3,1.83,0.47,2,0,2,1.53,47.9,42.38,41.6,0.5,0.52,195,14,13,17,26.0,32.69,15.38,1,6,6,3,14,103.9,46.14,59.67,42.42,139.37,58.33,0,Ajax 2-0 Groningen,2025-12-02
AZ,1.62,0.82,0.8,0.86,0.82,0.04,0.0,0.0,0.0,0.86,0.82,0.04,0,1,-1,-1.8,49.3,53.85,49.8,0.66,0.6,236,8,7,7,10.61,11.67,16.04,3,6,12,3,9,105.9,53.57,39.8,55.38,92.9,54.5,0,Twente 1-0 AZ,2025-11-30
Twente,0.82,1.62,-0.8,0.82,0.86,-0.04,0.0,0.0,0.0,0.82,0.86,-0.04,1,0,1,1.8,50.7,46.15,47.36,0.6,0.66,223,12,7,7,11.67,10.61,11.8,6,3,9,2,13,91.8,46.43,32.07,44.62,77.57,45.5,1,Twente 1-0 AZ,2025-11-30
Feyenoord,1.71,1.85,-0.14,1.48,1.85,-0.37,0.24,0.0,0.24,1.71,1.85,-0.14,2,1,1,1.14,51.9,55.5,51.98,1.02,0.61,290,17,11,12,10.78,19.67,10.97,11,6,16,5,8,116.5,53.39,42.53,45.24,125.43,67.22,2,Telstar 1-2 Feyenoord,2025-11-30
Telstar,1.85,1.71,0.14,1.85,1.48,0.37,0.0,0.24,-0.24,1.85,1.71,0.14,1,2,-1,-1.14,48.1,44.5,46.14,0.61,1.02,208,14,12,11,19.67,10.78,14.22,6,11,23,3,8,101.7,46.61,51.47,54.76,61.17,32.78,1,Telstar 1-2 Feyenoord,2025-11-30
Utrecht,3.08,1.86,1.22,2.7,1.86,0.84,0.37,0.0,0.37,3.08,1.86,1.22,2,2,0,-1.22,41.3,40.06,43.98,0.94,0.59,165,9,17,11,18.09,18.64,17.38,4,3,16,3,12,61.0,39.35,118.4,80.91,142.87,85.93,2,Go Ahead Eagles 2-2 Utrecht,2025-11-30
Go Ahead Eagles,1.86,3.08,-1.22,1.86,2.7,-0.84,0.0,0.37,-0.37,1.86,3.08,-1.22,2,2,0,1.22,58.7,59.94,46.79,0.59,0.94,277,12,11,17,18.64,18.09,13.42,3,4,25,4,9,94.0,60.65,27.93,19.09,23.4,14.07,0,Go Ahead Eagles 2-2 Utrecht,2025-11-30
Volendam,0.83,3.12,-2.29,0.83,3.12,-2.29,0.0,0.0,0.0,0.83,3.12,-2.29,0,3,-3,-0.71,38.0,25.57,41.85,0.4,0.98,138,8,10,19,25.0,19.39,25.82,3,10,7,2,4,31.5,9.62,108.0,78.19,19.41,3.85,0,PSV 3-0 Volendam,2025-11-30
PSV,3.12,0.83,2.29,3.12,0.83,2.29,0.0,0.0,0.0,3.12,0.83,2.29,3,0,3,0.71,62.0,74.43,55.3,0.98,0.4,425,32,19,10,19.39,25.0,12.14,10,3,18,5,12,296.0,90.38,30.13,21.81,484.77,96.15,0,PSV 3-0 Volendam,2025-11-30
